name,latitude,longitude,risk_status,distance_km,nearest_conflict_type,nearest_conflict_date,osm_id
Unnamed School,-0.9937721,18.489996,safe,511.39,Strategic development,2024-01-03,591656906
Unnamed School,-0.9510438,18.5459289,safe,519.13,Strategic development,2024-01-03,591656907
Unnamed School,-0.9292818,18.6154904,safe,526.24,Strategic development,2024-01-03,591656909
Unnamed School,-1.0683375,18.6219061,safe,515.77,Strategic development,2024-01-03,591664391
Unnamed School,-1.0057052,18.672249,safe,524.64,Strategic development,2024-01-03,591665318
Unnamed School,-1.0191866,18.6378157,safe,520.87,Strategic development,2024-01-03,591666244
Unnamed School,-0.9391284,18.7548454,safe,536.38,Strategic development,2024-01-03,591667103
Unnamed School,-0.9722229,18.7137104,safe,530.54,Strategic development,2024-01-03,591667104
Unnamed School,-1.3050705,19.3032256,safe,555.9,Strategic development,2024-01-03,591673196
Unnamed School,-1.3077583,19.3018455,safe,555.6,Strategic development,2024-01-03,591673205
Unnamed School,-1.2900219,19.2937263,safe,556.08,Strategic development,2024-01-03,591673222
Unnamed School,-0.5653135,18.7609591,safe,566.78,Strategic development,2024-01-03,591679759
Unnamed School,-0.5634661,18.816226,safe,571.1,Strategic development,2024-01-03,591679760
Unnamed School,-0.5182248,18.821284,safe,575.17,Strategic development,2024-01-03,591679762
Unnamed School,-0.315918,18.9293422,safe,599.89,Strategic development,2024-01-03,591679763
Unnamed School,-1.0327708,18.8353925,safe,535.63,Strategic development,2024-01-03,591862279
Unnamed School,-1.5895532,18.3798016,safe,456.47,Strategic development,2024-01-03,592754458
Unnamed School,-1.5877939,18.3785631,safe,456.5,Strategic development,2024-01-03,592772931
Institut Technique et professionnel de Kikwit,-5.0375802,18.8145986,safe,396.5,Strategic development,2024-01-03,592789456
Unnamed School,-2.0099315,18.6154396,safe,447.93,Strategic development,2024-01-03,592852342
Unnamed School,-2.0461394,18.3979689,safe,425.97,Strategic development,2024-01-03,592861566
Unnamed School,-1.9604141,18.444235,safe,435.8,Strategic development,2024-01-03,592866601
Unnamed School,-1.4672233,18.7274269,safe,494.6,Strategic development,2024-01-03,592889748
Unnamed School,-1.6195139,18.135015,safe,434.24,Strategic development,2024-01-03,593078642
Unnamed School,-1.6171911,18.1336934,safe,434.31,Strategic development,2024-01-03,593078650
Unnamed School,-1.6274422,18.1375349,safe,433.83,Strategic development,2024-01-03,593099222
Unnamed School,-1.6287842,18.1389057,safe,433.84,Strategic development,2024-01-03,593099223
Unnamed School,-1.6086648,18.1703828,safe,437.91,Strategic development,2024-01-03,593103213
Unnamed School,-1.5632584,18.1920201,safe,443.14,Strategic development,2024-01-03,593104864
Unnamed School,-1.4857504,18.3927883,safe,465.3,Strategic development,2024-01-03,593119238
Unnamed School,-1.5159585,18.2706901,safe,453.1,Strategic development,2024-01-03,593119324
Unnamed School,-1.6800018,18.2076874,safe,435.53,Strategic development,2024-01-03,593122035
Unnamed School,-1.754865,18.0503427,safe,417.05,Strategic development,2024-01-03,593148729
Unnamed School,-1.7717772,18.0871058,safe,418.76,Strategic development,2024-01-03,593150487
Unnamed School,-1.7765822,18.139518,safe,422.7,Strategic development,2024-01-03,593153567
Unnamed School,-1.8912931,18.1803522,safe,417.72,Strategic development,2024-01-03,593166288
Unnamed School,-1.9423455,18.0620583,safe,404.04,Strategic development,2024-01-03,593167843
Unnamed School,-1.955194,18.088085,safe,405.3,Strategic development,2024-01-03,593167962
Unnamed School,-1.8871952,18.1280035,safe,413.6,Strategic development,2024-01-03,593167970
Unnamed School,-1.9309769,18.0435025,safe,403.32,Strategic development,2024-01-03,593169777
Unnamed School,-1.9345256,18.0456348,safe,403.24,Strategic development,2024-01-03,593169800
Unnamed School,-1.5774738,18.3199312,safe,452.43,Strategic development,2024-01-03,593180435
Unnamed School,-1.5346243,18.3282863,safe,456.34,Strategic development,2024-01-03,593185402
Collège Saint Jean Bosco,-4.8199856,17.0394384,safe,199.59,Strategic development,2024-01-03,593195680
Unnamed School,-1.5318517,18.4147361,safe,463.65,Strategic development,2024-01-03,593200519
Unnamed School,-1.52851,18.4126384,safe,463.72,Strategic development,2024-01-03,593203264
Unnamed School,-1.3142358,18.4437722,safe,482.5,Strategic development,2024-01-03,593434322
Unnamed School,-1.3168414,18.4426426,safe,482.21,Strategic development,2024-01-03,593434394
Unnamed School,-1.1122476,18.5323255,safe,505.26,Strategic development,2024-01-03,593456613
Unnamed School,-1.1389237,18.4750751,safe,498.66,Strategic development,2024-01-03,593456614
Unnamed School,-1.199399,18.4570701,safe,492.49,Strategic development,2024-01-03,593456615
Unnamed School,-1.5793796,18.392223,safe,458.25,Strategic development,2024-01-03,593459640
Unnamed School,-1.5796064,18.3912204,safe,458.15,Strategic development,2024-01-03,593459641
Unnamed School,-1.5678688,18.41372,safe,460.89,Strategic development,2024-01-03,593475156
Unnamed School,-1.4966885,18.1396943,safe,444.17,Strategic development,2024-01-03,593509239
Unnamed School,-1.4317156,18.2697418,safe,459.52,Strategic development,2024-01-03,593509300
Unnamed School,-10.7316034,25.4461866,safe,989.39,Violence against civilians,2024-01-02,593509855
Écoles,-10.7555861,25.4385905,safe,992.17,Violence against civilians,2024-01-02,593509866
Unnamed School,-10.7320758,25.4463371,safe,989.43,Violence against civilians,2024-01-02,593509872
Unnamed School,-10.7317404,25.4458719,safe,989.42,Violence against civilians,2024-01-02,593509883
Unnamed School,-1.2871133,18.7264147,safe,507.61,Strategic development,2024-01-03,593534657
Unnamed School,-1.1316887,18.7820616,safe,523.8,Strategic development,2024-01-03,593541313
Unnamed School,-1.105269,18.8140184,safe,528.4,Strategic development,2024-01-03,593541315
Unnamed School,-1.0971823,18.8220189,safe,529.67,Strategic development,2024-01-03,593541317
Unnamed School,-1.0287152,18.8355703,safe,535.95,Strategic development,2024-01-03,593541337
Unnamed School,-1.0355078,18.8297276,safe,534.96,Strategic development,2024-01-03,593541339
Unnamed School,-1.0397259,18.7999794,safe,532.23,Strategic development,2024-01-03,593541340
Unnamed School,-1.0186922,18.7604649,safe,530.66,Strategic development,2024-01-03,593541346
GALAXY,-10.7318249,25.4461262,safe,989.42,Violence against civilians,2024-01-02,593627243
Unnamed School,-1.4054609,17.0455661,safe,377.06,Strategic development,2024-01-03,593786499
Unnamed School,-1.1471342,18.8837536,safe,531.02,Strategic development,2024-01-03,593823327
Unnamed School,0.0182408,18.3435781,safe,588.45,Strategic development,2024-01-03,593823328
Lamascote,-10.7354209,25.4579446,safe,989.29,Violence against civilians,2024-01-02,594082562
Unnamed School,-1.1096531,17.3468699,safe,422.61,Strategic development,2024-01-03,594235415
Unnamed School,-1.1094174,17.1216143,safe,409.79,Strategic development,2024-01-03,594283986
Unnamed School,-1.1062299,17.1214939,safe,410.09,Strategic development,2024-01-03,594283987
Unnamed School,-1.4878561,16.8367638,safe,357.65,Strategic development,2024-01-03,594307356
Unnamed School,-1.4878886,16.8387476,safe,357.75,Strategic development,2024-01-03,594307374
Unnamed School,-1.4859834,16.8364735,safe,357.82,Strategic development,2024-01-03,594307443
Unnamed School,-0.7057786,17.5815204,safe,474.51,Strategic development,2024-01-03,595180671
Unnamed School,-0.7100171,17.5784929,safe,473.94,Strategic development,2024-01-03,595180703
Unnamed School,-0.6898833,17.6453547,safe,479.81,Strategic development,2024-01-03,595180742
Unnamed School,-0.7025547,17.5961597,safe,475.68,Strategic development,2024-01-03,595197004
Unnamed School,-0.7327629,18.4931365,safe,533.01,Strategic development,2024-01-03,595532515
Unnamed School,-0.6667051,18.4874794,safe,538.12,Strategic development,2024-01-03,595533984
Complexe Scolaire Maman Odia,-4.4064981,15.3512134,safe,10.65,Strategic development,2024-01-03,595934301
Complexe Scolaire Alliance,-4.4094866,15.3514885,safe,10.96,Strategic development,2024-01-03,596240294
Ecole Bomoko,-4.4023527,15.3549538,safe,10.43,Strategic development,2024-01-03,596510627
Réveillez-vous,-4.4012689,15.3561768,safe,10.39,Strategic development,2024-01-03,596517157
Ecole les Heritiers du Christ,-4.4019174,15.3548422,safe,10.38,Strategic development,2024-01-03,596525688
Collège le Bon Berger,-4.412729,15.3540176,safe,11.41,Strategic development,2024-01-03,596526194
EP Révérend Ntoto,-4.4030184,15.3563967,safe,10.57,Strategic development,2024-01-03,596526636
Collège le Bon Berger,-4.4129553,15.3539698,safe,11.43,Strategic development,2024-01-03,596541170
Complexe Scolaire Maman Pemba,-4.409902,15.3546254,safe,11.15,Strategic development,2024-01-03,596546898
Complexe Scolaire ma Sagesse,-4.4096648,15.3553856,safe,11.17,Strategic development,2024-01-03,596547070
Complexe Scolaire Nkenda,-4.4068564,15.3556158,safe,10.9,Strategic development,2024-01-03,596556145
Collège Bon Pasteur,-4.4076642,15.3552245,safe,10.96,Strategic development,2024-01-03,596556191
Centre la réconciliation,-4.4092692,15.3548888,safe,11.1,Strategic development,2024-01-03,596556235
Complexe Scolaire La Vision,-4.4088402,15.3549894,safe,11.07,Strategic development,2024-01-03,596556246
Complexe Scolaire Pasteur Mozart,-4.408042,15.3548834,safe,10.98,Strategic development,2024-01-03,596556409
Complexe Scolaire Bobo,-4.4077705,15.3541613,safe,10.92,Strategic development,2024-01-03,596556445
Ecole Bobo,-4.4076852,15.3541991,safe,10.91,Strategic development,2024-01-03,596556446
Complexe scolaire Mundingu,-4.3994259,15.3525825,safe,10.01,Strategic development,2024-01-03,596558689
Complexe Scolaire la Grace,-4.4004268,15.3520977,safe,10.09,Strategic development,2024-01-03,596562062
Complexe Scolaire de la Paix,-4.4007385,15.3530753,safe,10.17,Strategic development,2024-01-03,596564191
Protestante,-4.4028152,15.3505432,safe,10.25,Strategic development,2024-01-03,596574854
Complexe Scolaire Papa MDK,-4.4048108,15.3539278,safe,10.61,Strategic development,2024-01-03,596600942
Complexe Scolaire la Précieuse,-4.4110668,15.3580832,safe,11.44,Strategic development,2024-01-03,596621372
Institut Bikanga,-4.4060676,15.3556198,safe,10.82,Strategic development,2024-01-03,596640253
Lisungi,-4.4083891,15.3599892,safe,11.28,Strategic development,2024-01-03,596661132
Complexe Scolaire Central,-4.4075912,15.3583421,safe,11.12,Strategic development,2024-01-03,596679661
Complexe Scolaire les Petits Amis,-4.4117173,15.3581092,safe,11.51,Strategic development,2024-01-03,597096774
Complexe Scolaire Mama Nsongo,-4.4127986,15.3561153,safe,11.52,Strategic development,2024-01-03,597124273
Complexe Scolaire Mambo,-4.4136529,15.3569065,safe,11.64,Strategic development,2024-01-03,597124450
Unnamed School,-5.6911974,19.9381087,safe,534.84,Strategic development,2024-01-03,597252405
Unnamed School,-5.6910696,19.9391787,safe,534.95,Strategic development,2024-01-03,597252406
College les Elites,-4.404591,15.3553494,safe,10.67,Strategic development,2024-01-03,597432474
École des Génies Congolais,-4.4005407,15.3505993,safe,10.02,Strategic development,2024-01-03,597671582
Ecole Marakene,-4.40685,15.3338063,safe,10.01,Strategic development,2024-01-03,598066285
Ecole Primaire Sainte Felicitė,-4.409195,15.3371358,safe,10.36,Strategic development,2024-01-03,598158494
Complèxe Scolaire Bazola,-4.4050228,15.3404525,safe,10.04,Strategic development,2024-01-03,598173602
Complexe Scolaire Mankelenge,-4.4177828,15.3387467,safe,11.33,Strategic development,2024-01-03,599825863
École Mabwidi,-4.4175922,15.3398111,safe,11.34,Strategic development,2024-01-03,599825929
Aprosco,-4.4193316,15.3401279,safe,11.54,Strategic development,2024-01-03,599826361
Institut des sciences et techniques industrielles de Kisenso (ISTIK),-4.4166113,15.3409211,safe,11.28,Strategic development,2024-01-03,599826761
École primaire Tomisa-Kimbanda,-5.3052102,19.1739184,safe,441.92,Strategic development,2024-01-03,601292924
Unnamed School,-5.9427745,19.1449233,safe,461.44,Strategic development,2024-01-03,601588897
Unnamed School,-5.9441471,19.1457429,safe,461.59,Strategic development,2024-01-03,601588898
Unnamed School,-5.8805623,19.1108373,safe,455.31,Strategic development,2024-01-03,601627212
Unnamed School,-5.8530229,19.0967033,safe,452.71,Strategic development,2024-01-03,601636332
Unnamed School,-5.8401001,19.0940704,safe,451.9,Strategic development,2024-01-03,601650499
Unnamed School,-5.8387047,19.0917817,safe,451.61,Strategic development,2024-01-03,601650511
Unnamed School,-5.8335946,19.0923041,safe,451.46,Strategic development,2024-01-03,601650544
Unnamed School,-5.7964297,19.0752739,safe,448.19,Strategic development,2024-01-03,601667058
Unnamed School,-5.7936118,19.0746167,safe,448.01,Strategic development,2024-01-03,601667087
Unnamed School,-5.7455569,19.0792972,safe,446.58,Strategic development,2024-01-03,601728007
Unnamed School,-5.703312,19.0954517,safe,446.63,Strategic development,2024-01-03,601740649
Unnamed School,-5.6776448,19.0742009,safe,443.44,Strategic development,2024-01-03,601742566
Unnamed School,-5.7081651,19.2816254,safe,466.22,Strategic development,2024-01-03,601981784
Unnamed School,-5.6262679,19.2603971,safe,461.08,Strategic development,2024-01-03,601997364
Unnamed School,-5.6245783,19.260153,safe,460.99,Strategic development,2024-01-03,601997378
Unnamed School,-5.6082359,19.2485171,safe,459.2,Strategic development,2024-01-03,602006989
Unnamed School,-5.5335606,19.1943045,safe,450.97,Strategic development,2024-01-03,603340423
Unnamed School,-5.5062871,19.1614679,safe,446.61,Strategic development,2024-01-03,603355876
Unnamed School,-5.4626948,19.1156109,safe,440.35,Strategic development,2024-01-03,605220031
École primaire de Bangi,-5.465932,19.092926,safe,438.04,Strategic development,2024-01-03,605220041
Unnamed School,-5.4310178,19.1064964,safe,438.38,Strategic development,2024-01-03,605238807
EP1 EP2 KISENSO,-4.4189462,15.3432184,safe,11.6,Strategic development,2024-01-03,605700625
EP Twendelee,-8.7303939,24.9819489,safe,814.24,Violence against civilians,2024-01-02,606767364
Unnamed School,-8.7353043,24.990449,safe,814.21,Violence against civilians,2024-01-02,606773131
Unnamed School,-8.7357897,24.9903813,safe,814.26,Violence against civilians,2024-01-02,606773132
Unnamed School,-8.7356819,24.9910568,safe,814.21,Violence against civilians,2024-01-02,606773133
Maranatha,-8.7253673,25.0061573,safe,812.36,Violence against civilians,2024-01-02,607088886
Unnamed School,-8.7328036,24.9978931,safe,813.54,Violence against civilians,2024-01-02,607095871
Unnamed School,-8.7395352,24.9676764,safe,815.93,Violence against civilians,2024-01-02,607114002
Unnamed School,-8.7395377,24.9680821,safe,815.91,Violence against civilians,2024-01-02,607114003
Unnamed School,-8.7395692,24.9687219,safe,815.88,Violence against civilians,2024-01-02,607114004
Unnamed School,-8.7393327,24.9683817,safe,815.87,Violence against civilians,2024-01-02,607114005
Unnamed School,-8.7390269,24.9675587,safe,815.89,Violence against civilians,2024-01-02,607114006
Unnamed School,-5.9512774,19.172122,safe,464.58,Strategic development,2024-01-03,607678403
Unnamed School,-5.9522379,19.1731962,safe,464.73,Strategic development,2024-01-03,607678405
Unnamed School,-5.9368969,19.1659702,safe,463.34,Strategic development,2024-01-03,607684836
Unnamed School,-4.2450973,16.4014667,safe,121.31,Strategic development,2024-01-03,607722448
Unnamed School,-4.542476,16.4494789,safe,128.72,Strategic development,2024-01-03,607748181
Complexe Scolaire La Termitère,-8.7314243,24.9982264,safe,813.4,Violence against civilians,2024-01-02,608274702
Unnamed School,-4.4179528,15.3293947,safe,11.1,Strategic development,2024-01-03,608665381
Ecole Kikinga,-4.405052,15.3462108,safe,10.27,Strategic development,2024-01-03,608879420
C.S Hiyute,-4.4032645,15.3499153,safe,10.26,Strategic development,2024-01-03,608917171
Ecole la Sagesse,-4.4235172,15.3219512,safe,11.59,Strategic development,2024-01-03,608920048
Ecole Mbotama,-4.4220355,15.3227367,safe,11.43,Strategic development,2024-01-03,608927866
Ecole Mbotama,-4.4220034,15.322368,safe,11.42,Strategic development,2024-01-03,608927867
Unnamed School,-4.3337823,16.40565,safe,121.49,Strategic development,2024-01-03,608928119
Ecole Franco-anglaise,-4.4087614,15.3392045,safe,10.39,Strategic development,2024-01-03,608939717
Collège Ngelungidi,-4.4312125,15.3437917,safe,12.92,Strategic development,2024-01-03,608959864
Cedecash,-4.426402,15.3402964,safe,12.3,Strategic development,2024-01-03,608959868
Institut Technique Industriel Dizolele,-4.4241436,15.3399577,safe,12.05,Strategic development,2024-01-03,608959871
Institut Technique Industriel Dizolele,-4.4239849,15.3399004,safe,12.03,Strategic development,2024-01-03,608959873
Complexe Scolaire Mbungu,-4.4267577,15.3553777,safe,12.89,Strategic development,2024-01-03,608963197
Groupe Scolaire Papa Kuba,-4.4296311,15.3545885,safe,13.15,Strategic development,2024-01-03,608979214
EP ET 4 KISENSO,-4.4163291,15.3408826,safe,11.25,Strategic development,2024-01-03,611385167
Unnamed School,2.4460143,27.6844174,safe,488.48,Battle,2024-01-01,612079859
Unnamed School,2.4439103,27.6462257,safe,489.76,Battle,2024-01-01,612079878
Unnamed School,2.4432,27.7116473,safe,487.14,Battle,2024-01-01,612079879
Unnamed School,2.3252308,27.6747991,safe,476.3,Battle,2024-01-01,612080355
Unnamed School,2.3519295,27.7231232,safe,477.17,Battle,2024-01-01,612081953
Unnamed School,2.3807169,27.7217979,safe,480.23,Battle,2024-01-01,612081961
Unnamed School,2.3873507,27.6993764,safe,481.79,Battle,2024-01-01,612082087
Unnamed School,2.376774,27.6856418,safe,481.23,Battle,2024-01-01,612082088
Unnamed School,2.4004329,27.659239,safe,484.73,Battle,2024-01-01,612082457
Unnamed School,2.3981828,27.6704664,safe,484.05,Battle,2024-01-01,612082616
Unnamed School,2.3985751,27.6772597,safe,483.82,Battle,2024-01-01,612082617
Unnamed School,2.3989174,27.6856085,safe,483.53,Battle,2024-01-01,612082618
Unnamed School,2.3209598,27.6438434,safe,477.11,Battle,2024-01-01,612083240
Unnamed School,2.4578991,27.6466227,safe,491.2,Battle,2024-01-01,612083996
Unnamed School,2.4506244,27.6289922,safe,491.14,Battle,2024-01-01,612083998
Unnamed School,2.4510802,27.6144964,safe,491.77,Battle,2024-01-01,612083999
Unnamed School,2.4540967,27.5902264,safe,493.07,Battle,2024-01-01,612084000
Unnamed School,2.4439774,27.5778345,safe,492.53,Battle,2024-01-01,612084002
Unnamed School,2.4171068,27.561057,safe,490.46,Battle,2024-01-01,612085595
Unnamed School,2.4107455,27.5382804,safe,490.76,Battle,2024-01-01,612085597
Unnamed School,2.3899186,27.5321509,safe,488.88,Battle,2024-01-01,612085621
Unnamed School,2.3224345,27.5020781,safe,483.28,Battle,2024-01-01,612088504
Unnamed School,2.2842435,27.5492779,safe,477.31,Battle,2024-01-01,612088517
Unnamed School,2.2844423,27.6133842,safe,474.6,Battle,2024-01-01,612093293
Unnamed School,2.2685156,27.5920121,safe,473.87,Battle,2024-01-01,612093306
Unnamed School,2.266913,27.5932653,safe,473.65,Battle,2024-01-01,612093307
Unnamed School,2.2637838,27.596417,safe,473.19,Battle,2024-01-01,612093316
Unnamed School,2.2618496,27.5848804,safe,473.49,Battle,2024-01-01,612093336
Unnamed School,2.2555714,27.5898233,safe,472.63,Battle,2024-01-01,612093346
Unnamed School,2.4580597,27.6324605,safe,491.78,Battle,2024-01-01,612093834
Unnamed School,2.2437023,27.6126539,safe,470.44,Battle,2024-01-01,612094379
Unnamed School,2.1686556,27.5448469,safe,465.7,Battle,2024-01-01,612095021
Unnamed School,1.8482619,27.4536226,safe,437.74,Battle,2024-01-01,612166613
Unnamed School,1.8102826,27.4002864,safe,436.68,Battle,2024-01-01,612166614
Unnamed School,1.8089773,27.3369482,safe,439.86,Battle,2024-01-01,612166615
Unnamed School,2.7824215,24.7316609,safe,702.88,Battle,2024-01-01,612175742
Unnamed School,2.9282557,27.4689407,safe,547.1,Battle,2024-01-01,612279440
Unnamed School,2.9246133,27.4716924,safe,546.61,Battle,2024-01-01,612279442
Unnamed School,2.3497525,27.650016,safe,479.84,Battle,2024-01-01,612394188
Unnamed School,2.3579029,27.6865231,safe,479.23,Battle,2024-01-01,612394512
Unnamed School,2.4259256,27.6293564,safe,488.57,Battle,2024-01-01,612962303
Unnamed School,2.4687814,27.6999079,safe,490.26,Battle,2024-01-01,612981848
École primaire Mangina,0.5965289,29.3129146,safe,252.24,Battle,2024-01-01,613392742
Unnamed School,2.640786,27.5227684,safe,515.13,Battle,2024-01-01,613749567
Unnamed School,1.8739118,27.4440398,safe,440.76,Battle,2024-01-01,613875258
Unnamed School,2.3674227,27.6168317,safe,483.02,Battle,2024-01-01,613949613
Unnamed School,2.1700983,28.0068964,safe,447.79,Battle,2024-01-01,613951379
Unnamed School,2.1830613,28.0260884,safe,448.53,Battle,2024-01-01,613951388
Unnamed School,2.1861636,28.1038529,safe,446.38,Battle,2024-01-01,613952965
Unnamed School,2.2187834,28.1814933,safe,447.56,Battle,2024-01-01,613953186
Unnamed School,2.568789,27.5446436,safe,506.79,Battle,2024-01-01,613958393
Unnamed School,2.6474798,27.5752616,safe,513.72,Battle,2024-01-01,613958407
Unnamed School,2.5484421,27.5161916,safe,505.87,Battle,2024-01-01,613960764
Unnamed School,2.4599572,27.4670823,safe,498.86,Battle,2024-01-01,613960794
Unnamed School,2.3006937,27.630424,safe,475.57,Battle,2024-01-01,613961263
Unnamed School,2.2266051,27.5772265,safe,470.2,Battle,2024-01-01,613961275
École primaire Linzo,0.6060194,29.3200053,safe,253.33,Battle,2024-01-01,613963287
Unnamed School,0.6134055,29.3050055,safe,254.08,Battle,2024-01-01,613963288
Unnamed School,0.6027933,29.3067839,safe,252.91,Battle,2024-01-01,613963291
Unnamed School,2.544815,27.6038042,safe,501.92,Battle,2024-01-01,613984661
Unnamed School,2.5834105,27.5997575,safe,506.09,Battle,2024-01-01,613984676
Unnamed School,2.4386026,27.5041599,safe,495.08,Battle,2024-01-01,613986781
Unnamed School,2.250133,27.5800791,safe,472.49,Battle,2024-01-01,613987022
Unnamed School,1.9236171,27.5058905,safe,442.71,Battle,2024-01-01,613990086
Unnamed School,2.5773316,27.7698045,safe,499.04,Battle,2024-01-01,614023662
Unnamed School,2.542587,27.6741343,safe,498.95,Battle,2024-01-01,614025082
Unnamed School,2.5418464,27.6704633,safe,499.01,Battle,2024-01-01,614025092
Unnamed School,2.6616005,27.8113214,safe,506.47,Battle,2024-01-01,614124493
Unnamed School,2.6255649,28.5152154,safe,484.03,Battle,2024-01-01,614125786
Unnamed School,2.3485129,28.0288445,safe,466.05,Battle,2024-01-01,614126323
Institut Hopla,1.6580121,27.0062066,safe,444.43,Battle,2024-01-01,614128533
Ecole & Institut Banadili,1.6605505,27.0050594,safe,444.74,Battle,2024-01-01,614128534
École primaire Alfajiri,0.5948617,29.3177472,safe,252.08,Battle,2024-01-01,614210085
École primaire Matengenezo,0.5939732,29.3273183,safe,252.02,Battle,2024-01-01,614484286
Institut Technique Agro Vétérinaire,-7.1902142,17.9584446,safe,433.24,Strategic development,2024-01-03,614500968
Lycée,-7.1902945,17.9607731,safe,433.42,Strategic development,2024-01-03,614502374
Unnamed School,2.3079879,27.7667997,safe,470.91,Battle,2024-01-01,614578640
Unnamed School,2.306354,27.7665984,safe,470.75,Battle,2024-01-01,614578642
Unnamed School,2.3648603,27.7825047,safe,476.27,Battle,2024-01-01,614579694
Unnamed School,2.6830486,27.7689551,safe,510.21,Battle,2024-01-01,614582998
Unnamed School,2.8927706,27.6486499,safe,536.58,Battle,2024-01-01,614587735
Unnamed School,2.9651401,27.6164622,safe,545.36,Battle,2024-01-01,614588349
Unnamed School,0.5789604,29.3221255,safe,250.33,Battle,2024-01-01,614591863
Unnamed School,2.6081132,27.8055565,safe,501.02,Battle,2024-01-01,614594880
Unnamed School,2.4826188,27.8320206,safe,486.85,Battle,2024-01-01,614595881
Unnamed School,2.4709001,27.8092553,safe,486.42,Battle,2024-01-01,614595887
Unnamed School,2.5053498,27.8051801,safe,490.2,Battle,2024-01-01,614595889
Unnamed School,2.4659735,27.7937318,safe,486.46,Battle,2024-01-01,614595900
Ecole primaire Tokou,0.5384911,29.3217979,safe,245.83,Battle,2024-01-01,614596558
École primaire Vulambayiri,0.5660616,29.323116,safe,248.9,Battle,2024-01-01,614596560
Unnamed School,2.1349278,28.0394765,safe,442.98,Battle,2024-01-01,614602217
Unnamed School,2.1225607,28.0649433,safe,440.83,Battle,2024-01-01,614602219
Unnamed School,2.2149332,28.0172967,safe,452.2,Battle,2024-01-01,614602658
Unnamed School,2.2532984,28.0368188,safe,455.65,Battle,2024-01-01,614602659
Ecole Primaire Kasanga,0.5030901,29.4245357,safe,242.7,Battle,2024-01-01,614622058
Unnamed School,2.3130008,27.8768393,safe,467.38,Battle,2024-01-01,614706603
Unnamed School,2.4218795,27.7927786,safe,481.87,Battle,2024-01-01,614722499
Unnamed School,2.4102206,27.8467829,safe,478.69,Battle,2024-01-01,614722506
Unnamed School,2.423806,27.8536195,safe,479.89,Battle,2024-01-01,614722508
Unnamed School,2.4486374,27.8715092,safe,481.88,Battle,2024-01-01,614722510
Unnamed School,2.4486392,27.8339221,safe,483.2,Battle,2024-01-01,614722520
Unnamed School,2.4446021,27.8372799,safe,482.65,Battle,2024-01-01,614722522
Unnamed School,2.3949304,27.8373757,safe,477.42,Battle,2024-01-01,614722531
École primaire Musandaba,0.7262288,29.3675327,safe,266.95,Battle,2024-01-01,615245092
Unnamed School,3.5934151,28.5547593,safe,589.92,Battle,2024-01-01,615518546
Unnamed School,-6.1344187,24.48841,safe,630.17,Violence against civilians,2024-01-02,615724186
Unnamed School,-6.1301231,24.4912969,safe,629.62,Violence against civilians,2024-01-02,615724192
Unnamed School,-6.1306671,24.4905815,safe,629.72,Violence against civilians,2024-01-02,615724193
Unnamed School,3.089776,26.8385027,safe,591.77,Battle,2024-01-01,616229162
Unnamed School,3.052608,26.8123917,safe,589.39,Battle,2024-01-01,616229174
Unnamed School,2.3150797,27.7993174,safe,470.43,Battle,2024-01-01,616582022
Unnamed School,2.2957484,27.3334826,safe,488.3,Battle,2024-01-01,616635616
Unnamed School,2.2686167,27.2946352,safe,487.46,Battle,2024-01-01,616636195
Unnamed School,2.2873846,27.5066407,safe,479.5,Battle,2024-01-01,616639726
Unnamed School,2.32899,27.6079601,safe,479.42,Battle,2024-01-01,616641058
Unnamed School,3.0775816,27.9493653,safe,546.47,Battle,2024-01-01,616874776
Unnamed School,1.8308014,29.003309,safe,390.02,Battle,2024-01-01,616993068
Unnamed School,3.1623594,28.5405766,safe,542.61,Battle,2024-01-01,617128579
Unnamed School,3.3230225,28.6327584,safe,559.02,Battle,2024-01-01,617128593
Unnamed School,2.0703283,28.0086962,safe,437.16,Battle,2024-01-01,617410356
Unnamed School,2.106347,27.9659443,safe,442.45,Battle,2024-01-01,617411913
Unnamed School,3.6257521,29.1522347,safe,588.91,Battle,2024-01-01,617412870
Unnamed School,3.44528,27.6395033,safe,595.3,Battle,2024-01-01,617425338
Unnamed School,0.344737,29.7191733,safe,230.8,Battle,2024-01-01,617817781
Unnamed School,0.3398853,29.7389235,safe,230.82,Battle,2024-01-01,617817817
Unnamed School,-8.7525411,24.9681755,safe,817.13,Violence against civilians,2024-01-02,617825738
Unnamed School,-8.7525936,24.9683011,safe,817.13,Violence against civilians,2024-01-02,617825739
Unnamed School,-8.7529022,24.9681856,safe,817.17,Violence against civilians,2024-01-02,617825740
Unnamed School,-8.7525603,24.9678788,safe,817.15,Violence against civilians,2024-01-02,617825741
Unnamed School,0.3341158,29.6719769,safe,228.44,Battle,2024-01-01,617826853
Unnamed School,-8.73634,24.9790808,safe,814.97,Violence against civilians,2024-01-02,617835510
Unnamed School,0.6910206,29.5218942,safe,264.67,Battle,2024-01-01,617985993
École primaire Muungano,0.6943947,29.5231278,safe,265.06,Battle,2024-01-01,617985994
Unnamed School,2.2398371,27.756002,safe,464.22,Battle,2024-01-01,617989685
Unnamed School,2.1900313,27.7579328,safe,458.96,Battle,2024-01-01,617989698
Unnamed School,2.2083447,27.7569879,safe,460.9,Battle,2024-01-01,617989700
Unnamed School,2.2143746,27.7101368,safe,463.39,Battle,2024-01-01,617989706
